affinity	name	stars	class	race	attack	recovery	health	leader ability	defender skill	counter skill	slayer	bounty hunter	commander	warden	combat ability	evolve from	evolve into
dark	Archdemon Lucifel	****	Balanced	Corrupt	1168	388	1947	Corrupt Might IV: 160% Damage for all Corrupt Heroes	Zombie	Dispel Might				yes	Morningstar: Sacrifice 50% of your current HP to increase Lucifel's ATK by 50% for the rest of the battle.		Archdemon Lucifel *****
dark	Archdemon Lucifel	*****	Balanced	Corrupt	1990	662	3315	Corrupt Might V: 180% Damage for all Corrupt Heroes	Zombie	Dispel Might				yes	Morningstar: Sacrifice 40% of your current HP to increase Lucifel's ATK by 100% for the rest of the battle.	Archdemon Lucifel ****	Archdemon Lucifel ******
dark	Archdemon Lucifel	******	Balanced	Corrupt	2904	968	4840	Corrupt Might VI: 200% Damage for all Corrupt Heroes	Zombie	Dispel Might				yes	Morningstar: Sacrifice 25% of your current HP to increase Lucifel's ATK by 250% for the rest of the battle.	Archdemon Lucifel *****	
dark	Loki	****	Warrior	Demigod	1570	134	2615	Honored Armor IV: 160% HP for all Honored Heroes	Blind	Dispel Weaken	2x				Shape Shifter: Increse the drop rate of Dark gems until your next turn. Only usable once every 7 turns.		Loki *****
dark	Loki	*****	Warrior	Demigod	2652	224	4420	Honored Armor V: 180% HP for all Honored Heroes	Blind	Dispel Weaken	3x				Shape Shifter: Moderately increse the drop rate of Dark gems until your next turn. Only usable once every 7 turns.	Loki ****	Loki ******
dark	Loki	******	Warrior	Demigod	3862	325	6434	Honored Armor VI: 200% HP for all Honored Heroes	Blind	Dispel Weaken	4x				Shape Shifter: Greatly increse the drop rate of Dark gems until your next turn. Only usable once every 7 turns.	Loki *****	
dark	Woden	***	Balanced	Demigod	720	240	1198	Valhallan Might I: 175% Damage and HP for all Dark Demigod Heroes	Siphon	Dispel Vessel	2x				Gungnir: Attack a Light enemy for 250% ATK.		Woden ****
dark	Woden	****	Balanced	Demigod	1174	390	1955	Valhallan Might II: 200% Damage and HP for all Dark Demigod Heroes	Siphon	Dispel Vessel	2x				Gungnir: Attack a Light enemy for 500% ATK.	Woden ***	Woden *****
dark	Woden	*****	Balanced	Demigod	1996	664	3327	Valhallan Might III: 225% Damage and HP for all Dark Demigod Heroes	Siphon	Dispel Vessel	3x					Woden ****	Woden ******
dark	Woden	******	Balanced	Demigod	2888	962	4814	Valhallan Might IV: 300% Damage and HP for all Dark Demigod Heroes	Siphon	Dispel Vessel	4x					Woden *****	
dark	Tor	***	Attacker	Demigod	1204	162	815	Valhallan Might I: 175% Damage and HP for all Dark Demigod Heroes	Panic	Dispel Zombie	2x						Tor ****
dark	Tor	****	Attacker	Demigod	1961	263	1322	Valhallan Might II: 200% Damage and HP for all Dark Demigod Heroes	Panic	Dispel Zombie	2x					Tor ***	Tor *****
dark	Tor	*****	Attacker	Demigod	3315	444	2224	Valhallan Might III: 225% Damage and HP for all Dark Demigod Heroes	Panic	Dispel Zombie	3x					Tor ****	Tor ******
dark	Tor	******	Attacker	Demigod	4814	642	3209	Valhallan Might IV: 300% Damage and HP for all Dark Demigod Heroes	Panic	Dispel Zombie	4x				Mjolnir: Attack a Light enemy for 1500% ATK.	Tor *****	
dark	Gargalank	****	Defender	Goblin	817	271	3390	Ancient Talent IV: 260% REC, 160% ATK and HP for Ancient Heroes	Thorns	Dispel Drain				yes	Goblin Horde: Attack for 500% HP.		Gargalank *****
dark	Gargalank	*****	Defender	Goblin	1391	464	5759	Ancient Talent V: 280% REC, 180% ATK and HP for Ancient Heroes	Thorns	Dispel Drain				yes	Goblin Horde: Attack for 750% HP.	Gargalank ****	Gargalank ******
dark	Gargalank	******	Defender	Goblin	2020	672	8385	Ancient Talent VI: 300% REC, 200% ATK and HP for Ancient Heroes	Thorns	Dispel Drain				yes	Goblin Horde: Attack for 1000% HP.	Gargalank *****	
dark	Osiris	****	Attacker	Ancient	2039	273	1372	Ancient Might IV: 160% Damage for all Ancient Heroes	Poison	Dispel Dodge			2x		Eye of Osiris: Create 2 Dark Gems. Destroy 2 Light Gems.		Osiris *****
dark	Osiris	*****	Attacker	Ancient	3449	462	2310	Ancient Might V: 180% Damage for all Ancient Heroes	Poison	Dispel Dodge			3x		Eye of Osiris: Create 3 Dark Gems. Destroy 3 Light Gems.	Osiris ****	Osiris ******
dark	Osiris	******	Attacker	Ancient	5028	672	3361	Ancient Might VI: 200% Damage for all Ancient Heroes	Poison	Dispel Dodge			4x		Eye of Osiris: Create 4 Dark Gems. Destroy 4 Light Gems.	Osiris *****	
dark	Sobek	***	Warrior	Ancient				Dark Ancient Might I: 175% Damage and HP for all Dark Ancient Heroes	Might	Dispel Siphon			2x				Sobek ****
dark	Sobek	****	Warrior	Ancient	1636	140	2725	Dark Ancient Might II: 200% Damage and HP for all Dark Ancient Heroes	Might	Dispel Siphon			2x			Sobek ***	Sobek *****
dark	Sobek	*****	Warrior	Ancient	2764	234	4608	Dark Ancient Might III: 225% Damage and HP for all Dark Ancient Heroes	Might	Dispel Siphon			3x			Sobek ****	Sobek ******
dark	Sobek	******	Warrior	Ancient	4014	335	6690	Dark Ancient Might IV: 300% Damage and HP for all Dark Ancient Heroes	Might	Dispel Siphon			4x		Shifting Sands: Create 1 Dark Power Gem III. If more than 8 Dark Gems exist, this effect is doubled.	Sobek *****	
dark	Bastet	***	Warrior	Ancient	958	81	1594	Dark Ancient Might I: 175% Damage and HP for all Dark Ancient Heroes	Vessel	Dispel Weaken			2x		Ancient Ankh: Attack for 200% ATK. If more than 8 Dark Gems exist, attack again for 600% ATK.		Bastet ****
dark	Bastet	****	Warrior	Ancient	1562	130	2603	Dark Ancient Might II: 200% Damage and HP for all Dark Ancient Heroes	Vessel	Dispel Weaken			2x		Ancient Ankh: Attack for 400% ATK. If more than 8 Dark Gems exist, attack again for 800% ATK.	Bastet ***	Bastet *****
dark	Bastet	*****	Warrior	Ancient	2656	224	4428	Dark Ancient Might III: 225% Damage and HP for all Dark Ancient Heroes	Vessel	Dispel Weaken			3x		Ancient Ankh: Attack for 600% ATK. If more than 8 Dark Gems exist, attack again for 1200% ATK.	Bastet ****	Bastet ******
dark	Bastet	******	Warrior	Ancient	3850	321	6418	Dark Ancient Might IV: 300% Damage and HP for all Dark Ancient Heroes	Vessel	Dispel Weaken			4x		Ancient Ankh: Attack for 800% ATK. If more than 8 Dark Gems exist, attack again for 2000% ATK.	Bastet *****	
dark	Al-Dimiryat	****	Defender	Human	851	283	3528	Guardian Might IV: 160% Damage for all Guardian Heroes	Thorns	Dispel Siphon				yes	Battle Wish: Heal for 25% Max HP.		Al-Dimiryat *****
dark	Al-Dimiryat	*****	Defender	Human	1447	482	5991	Guardian Might V: 180% Damage for all Guardian Heroes	Thorns	Dispel Siphon				yes	Battle Wish: Heal for 50% Max HP.	Al-Dimiryat ****	Al-Dimiryat ******
dark	Al-Dimiryat	******	Defender	Human	2100	700	8717	Guardian Might VI: 200% Damage for all Guardian Heroes	Thorns	Dispel Siphon				yes	Battle Wish: Heal for 100% Max HP.	Al-Dimiryat *****	
dark	Amy, People's Champion	****	Warrior	Human				Human Armor IV: 160% HP for all Human Heroes	Regen	Dispel Armor	3x						Amy, People's Champion *****
dark	Amy, People's Champion	*****	Warrior	Human	2872	242	4788	Human Armor V: 180% HP for all Human Heroes	Regen	Dispel Armor	3x				Battle Skill: Transform 2 Gems to Dark	Amy, People's Champion ****	Amy, People's Champion ******
dark	Amy, People's Champion	******	Warrior	Human	4184	351	6972	Human Armor VI: 200% HP for all Human Heroes	Regen	Dispel Armor	4x					Amy, People's Champion *****	
dark	Dzoran	***	Warrior	Dragon	998	85	1662	Dark Warrior Might I: 175% Damage and HP for all Dark Warrior Heroes	Blind	Dispel Judgement	2x				Breath of Shadows: Increase self ATK by 50% for 1 turn		Dzoran *****
dark	Dzoran	****	Warrior	Dragon	1626	136	2711	Dark Warrior Might II: 200% Damage and HP for all Dark Warrior Heroes	Blind	Dispel Judgement	2x				Breath of Shadows: Increase self ATK by 50% for 2 turns	Dzoran ***	Dzoran *****
dark	Dzoran	*****	Warrior	Dragon	2766	234	4610	Dark Warrior Might III: 225% Damage and HP for all Dark Warrior Heroes	Blind	Dispel Judgement	3x				Breath of Shadows: Increase self ATK by 50% for 3 turns	Dzoran ****	Dzoran ******
dark	Dzoran	******	Warrior	Dragon	4014	335	6688	Dark Warrior Might IV: 300% Damage and HP for all Dark Warrior Heroes	Blind	Dispel Judgement	4x				Breath of Shadows: Increase self ATK by 50% for 4 turns	Dzoran *****	
dark	Astral Savior	***	Warrior	Dragon				Dark Warrior Might I: 175% Damage and HP for all Dark Warrior Heroes	Thorns	Dispel Dodge	2x						Astral Savior ****
dark	Astral Savior	****	Warrior	Dragon				Dark Warrior Might II: 200% Damage and HP for all Dark Warrior Heroes	Thorns	Dispel Dodge	2x					Astral Savior ***	Astral Savior ******
dark	Astral Savior	*****	Warrior	Dragon				Dark Warrior Might III: 225% Damage and HP for all Dark Warrior Heroes	Thorns	Dispel Dodge	3x					Astral Savior ****	Astral Savior ******
dark	Astral Savior	******	Warrior	Dragon	4174	347	6956	Dark Warrior Might IV: 300% Damage and HP for all Dark Warrior Heroes	Thorns	Dispel Dodge	4x				Winds of Change: Become immune to enemy damage for 1 turn.	Astral Savior *****	
dark	Demoness Grenja	****	Attacker	Demigod	2197	293	1472	God Armor IV: 160% HP for all God Heroes	Dodge	Dispel Alacrity				yes	Dark Familiar: Attack all enemies for 600% of ATK.		Demoness Grenja *****
dark	Demoness Grenja	*****	Attacker	Demigod	3731	500	2504	God Armor V: 180% HP for all God Heroes	Dodge	Dispel Alacrity				yes	Dark Familiar: Attack all enemies for 700% of ATK.	Demoness Grenja ****	Demoness Grenja ******
dark	Demoness Grenja	******	Attacker	Demigod				God Armor VI: 200% HP for all God Heroes	Dodge	Dispel Alacrity				yes		Demoness Grenja *****	
dark	Fallen One	****	Attacker	God				Demigod Might IV: 160% Damage for all Dark Demigod Heroes	GemSilence	Dispel Alacrity			2x				Fallen One *****
dark	Fallen One	*****	Attacker	God	3725	498	2494	Demigod Might V: 180% Damage for all Dark Demigod Heroes	GemSilence	Dispel Alacrity			3x		Angel of Death: Destroy all non-Dark Gems and attack for 850% ATK.	Fallen One ****	Fallen One ******
dark	Fallen One	******	Attacker	God	5428	726	3629	Demigod Might VI: 200% Damage for all Dark Demigod Heroes	GemSilence	Dispel Alacrity			4x		Angel of Death: Destroy all non-Dark Gems and attack for 1100% ATK.	Fallen One *****	
dark	The Reaper	***	Warrior	God	1038	87	1728	Dark God Might I: 175% Damage and HP for all Dark God Heroes	Panic	Dispel Poison			2x				The Reaper ****
dark	The Reaper	****	Warrior	God	1692	142	2821	Dark God Might II: 200% Damage and HP for all Dark God Heroes	Panic	Dispel Poison			2x			The Reaper ***	The Reaper *****
dark	The Reaper	*****	Warrior	God	2878	244	4796	Dark God Might III: 225% Damage and HP for all Dark God Heroes	Panic	Dispel Poison			3x			The Reaper ****	The Reaper ******
dark	The Reaper	******	Warrior	God	4174	347	6956	Dark God Might IV: 300% Damage and HP for all Dark God Heroes	Panic	Dispel Poison			4x		Time's Up: Attack for 500% of ATK. If the target is Light, attack again for 1500% of ATK.	The Reaper *****	
dark	Shepherd of Souls	***	Attacker	God				Dark God Might I: 175% Damage and HP for all Dark God Heroes	Toxin	Dispel Armor			2x				Shepherd of Souls ****
dark	Shepherd of Souls	****	Attacker	God				Dark God Might II: 200% Damage and HP for all Dark God Heroes	Toxin	Dispel Armor			2x			Shepherd of Souls ***	Shepherd of Souls *****
dark	Shepherd of Souls	*****	Attacker	God				Dark God Might III: 225% Damage and HP for all Dark God Heroes	Toxin	Dispel Armor			3x			Shepherd of Souls ****	Shepherd of Souls ******
dark	Shepherd of Souls	******	Attacker	God	5418	722	3613	Dark God Might IV: 300% Damage and HP for all Dark God Heroes	Toxin	Dispel Armor			4x		Death Overhelming: Increase the drop rate of Dark Gems for the first 3 turns.	Shepherd of Souls *****	
dark	Bad Sector	****	Attacker	Honored	2197	293	1472	Attacker Blessing IV: 260% REC for all Attacker Heroes	GemSilence	Dispel Alacrity				yes	Count Zero: Attack all enemies for 400% of ATK.		Bad Sector *****
dark	Bad Sector	*****	Attacker	Honored	3731	500	2504	Attacker Blessing V: 280% REC for all Attacker Heroes	GemSilence	Dispel Alacrity				yes	Count Zero: Attack all enemies for 600% of ATK.	Bad Sector ****	Bad Sector ******
dark	Bad Sector	******	Attacker	Honored	5430	726	3635	Attacker Blessing VI: 300% REC for all Attacker Heroes	GemSilence	Dispel Alacrity				yes	Count Zero: Attack all enemies for 700% of ATK.	Bad Sector *****	
dark	Leifir	****	Attacker	Fable	2283	307	1534	Human Blessing IV: 260% REC for all Human Heroes	GemSilence	Dispel GemSilence	2x				Dark Offering: Create 2 to 4 Dark Gems. The number of gems increases as your HP% increases.		Leifir *****
dark	Leifir	*****	Attacker	Fable	3863	516	2584	Human Blessing V: 280% REC for all Human Heroes	GemSilence	Dispel GemSilence	3x				Dark Offering: Create 3 to 5 Dark Gems. The number of gems increases as your HP% increases.	Leifir ****	Leifir ******
dark	Leifir	******	Attacker	Fable	5628	752	3761	Human Blessing VI: 300% REC for all Human Heroes	GemSilence	Dispel GemSilence	4x				Dark Offering: Create 4 to 6 Dark Gems. The number of gems increases as your HP% increases.	Leifir *****	
dark	Sigrid	***	Warrior	Fable	1078	91	1794	Dark Fable Might I: 175% Damage and HP for all Dark Fable Heroes	Might	Dispel Weaken	2x				Dark Rider: Transforms 2 Gems into Dark. Attack an Light enemy for 500% ATK.		Sigrid ****
dark	Sigrid	****	Warrior	Fable	1756	146	2929	Dark Fable Might II: 200% Damage and HP for all Dark Fable Heroes	Might	Dispel Weaken	2x				Dark Rider: Transforms 2 Gems into Dark. Attack an Light enemy for 750% ATK.	Sigrid ***	Sigrid *****
dark	Sigrid	*****	Warrior	Fable	2986	252	4978	Dark Fable Might III: 225% Damage and HP for all Dark Fable Heroes	Might	Dispel Weaken	3x				Dark Rider: Transforms 2 Gems into Dark. Attack an Light enemy for 1100% ATK.	Sigrid ****	Sigrid ******
dark	Sigrid	******	Warrior	Fable	4334	361	7222	Dark Fable Might IV: 300% Damage and HP for all Dark Fable Heroes	Might	Dispel Weaken	4x				Dark Rider: Transforms 2 Gems into Dark. Attack an Light enemy for 1500% ATK.	Sigrid *****	
dark	Night Saber	***	Attacker	Fable				Dark Fable Might I: 175% Damage and HP for all Dark Fable Heroes	Weaken	Dispel Zombie	2x						Night Saber ****
dark	Night Saber	****	Attacker	Fable				Dark Fable Might II: 200% Damage and HP for all Dark Fable Heroes	Weaken	Dispel Zombie	2x				Saber's Claw: Generate 1 Dark Power Gem II. If have less than 100% HP, this effect is doubled.	Night Saber ***	Night Saber *****
dark	Night Saber	*****	Attacker	Fable				Dark Fable Might III: 225% Damage and HP for all Dark Fable Heroes	Weaken	Dispel Zombie	3x				Saber's Claw: Generate 1 Dark Power Gem III. If have less than 100% HP, this effect is doubled.	Night Saber ****	Night Saber ******
dark	Night Saber	******	Attacker	Fable	5618	748	3745	Dark Fable Might IV: 300% Damage and HP for all Dark Fable Heroes	Weaken	Dispel Zombie	4x				Saber's Claw: Generate 1 Dark Power Gem III. If have less than 100% HP, this effect is doubled.	Night Saber *****	
dark	Gelbo The Dark	****	Warrior	Ancient	1822	152	3039	Attacker Blessing IV: 260% REC for all Attacker Heroes	Alacrity	Dispel Fear				yes	Soul Taker: Create 1 Dark Gem.		Gelbo The Dark *****
dark	Gelbo The Dark	*****	Warrior	Ancient	3098	262	5164	Attacker Blessing V: 280% REC for all Attacker Heroes	Alacrity	Dispel Fear				yes		Gelbo The Dark ****	Gelbo The Dark ******
dark	Gelbo The Dark	******	Warrior	Ancient	4508	379	7512	Attacker Blessing VI: 300% REC for all Attacker Heroes	Alacrity	Dispel Fear				yes		Gelbo The Dark *****	
dark	Luciano Of Karne	****	Attacker	Spirit				Technological Blessing IV: 200% REC for all Technological Heroes	Fear	Dispel GemSilence			2x				Luciano Of Karne *****
dark	Luciano Of Karne	*****	Attacker	Spirit				Technological Blessing V: 225% REC for all Technological Heroes	Fear	Dispel GemSilence			3x			Luciano Of Karne ****	Luciano Of Karne ******
dark	Luciano Of Karne	******	Attacker	Spirit	5828	778	3895	Technological Blessing VI: 300% REC for all Technological Heroes	Fear	Dispel GemSilence			4x		Chakram: Create 3 Dark Gem and massively increase the drop rate of Dark Gems for 1 turn. The drop rate increases as Spirit Intensity incereases.	Luciano Of Karne *****	
dark	Sylphie Of Moon Grove	***	Warrior	Spirit	1118	95	1862	Dark Spirit Might I: 175% Damage and HP for all Dark Spirit Heroes	Thorns	Dispel Weaken			2x		Lunar Spirit: Increases Spirit Intensity by 2. Attack for 500% ATK. This is increased by every stack of Spirit Intensity, up to an extra 1000% ATK.		Sylphie Of Moon Grove ****
dark	Sylphie Of Moon Grove	****	Warrior	Spirit	1820	152	3035	Dark Spirit Might II: 200% Damage and HP for all Dark Spirit Heroes	Thorns	Dispel Weaken			2x		Lunar Spirit: Increases Spirit Intensity by 3. Attack for 500% ATK. This is increased by every stack of Spirit Intensity, up to an extra 1000% ATK.	Sylphie Of Moon Grove ***	Sylphie Of Moon Grove *****
dark	Sylphie Of Moon Grove	*****	Warrior	Spirit	3096	262	5160	Dark Spirit Might III: 225% Damage and HP for all Dark Spirit Heroes	Thorns	Dispel Weaken			3x		Lunar Spirit: Increases Spirit Intensity by 5. Attack for 1000% ATK. This is increased by every stack of Spirit Intensity, up to an extra 1500% ATK.	Sylphie Of Moon Grove ****	Sylphie Of Moon Grove ******
dark	Sylphie Of Moon Grove	******	Warrior	Spirit	4494	375	7488	Dark Spirit Might IV: 300% Damage and HP for all Dark Spirit Heroes	Thorns	Dispel Weaken			4x		Lunar Spirit: Increases Spirit Intensity by 10. Attack for 1500% ATK. This is increased by every stack of Spirit Intensity, up to an extra 2000% ATK.	Sylphie Of Moon Grove *****	
dark	Simelow	***	Attacker	Spirit				Dark Spirit Might I: 175% Damage and HP for all Dark Spirit Heroes	Poison	Dispel Panic			2x				Simelow ****
dark	Simelow	****	Attacker	Spirit				Dark Spirit Might II: 200% Damage and HP for all Dark Spirit Heroes	Poison	Dispel Panic			2x			Simelow ***	Simelow *****
dark	Simelow	*****	Attacker	Spirit				Dark Spirit Might III: 225% Damage and HP for all Dark Spirit Heroes	Poison	Dispel Panic			3x			Simelow ****	Simelow ******
dark	Simelow	******	Attacker	Spirit	5818	776	3879	Dark Spirit Might IV: 300% Damage and HP for all Dark Spirit Heroes	Poison	Dispel Panic			4x		Lunar Connection: Create 2 Dark Power Gem IVs. If you have more than 100 stacks of Spirit Intensity, remove all debuffs from your team.	Simelow *****	
dark	Vala, the Redeemer	****	Attacker	Creature	785	106	529	Human Armor IV: 160% HP for all Human Heroes	Fear	Dispel Might	2x				Slash & Protect: Attack for 500% of ATK and cast Harden for 2 rounds. Harden decreases damage taken from attacks by 5% and generates 10 Creature Intensity when struck.		Vala, the Redeemer *****
